"REF_DATE","GEO","DGUID","Institution type","Program type","Credential type","Field of study","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","0","","","","0"
"2008","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","3","","","","0"
"2009","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","3","","","","0"
"2010","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","12","","","","0"
"2011","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","42","","","","0"
"2012","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","12","","","","0"
"2013","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","12","","","","0"
"2014","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","18","","","","0"
"2015","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","15","","","","0"
"2016","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","24","","","","0"
"2017","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","18","","","","0"
"2018","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","18","","","","0"
"2019","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","24","","","","0"
"2020","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","24","","","","0"
"2021","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","9","","","","0"
"1992","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
"1993","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
"1994","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
"1995","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
"1996","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
"1997","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
"1998","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
"1999","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
"2000","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
"2001","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
"2002","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
"2003","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
"2004","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
"2005","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
"2006","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
"2007","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79600853","12.1.1.1.14.1","","..","","","0"
